WMS_50_IRR_000,WMS_50_IRR_000,WMS_50_IRR_000,WMS_50_IRR_001,WMS_50_IRR_001,WMS_50_IRR_001,WMS_50_IRR_002,WMS_50_IRR_002,WMS_50_IRR_002,WMS_50_IRR_003,WMS_50_IRR_003,WMS_50_IRR_003,WMS_50_PANEL_000,WMS_50_PANEL_000,WMS_50_PANEL_000,WMS_50_PANEL_001,WMS_50_PANEL_001,WMS_50_PANEL_001,WMS_50_PANEL_002,WMS_50_PANEL_002,WMS_50_PANEL_002,WMS_50_PANEL_003,WMS_50_PANEL_003,WMS_50_PANEL_003,WAVELENGTH,REFERENCC,WMS_50_WATER_000,WMS_50_WATER_001,WMS_50_WATER_002,SKY
773.63,361838.32,320453.69,773.63,361838.32,436595.35,773.63,361838.32,306646.89,773.63,361838.32,344776.55,773.63,165399.03,66566.97,773.63,165399.03,35255.6,773.63,165399.03,10166.36,773.63,165399.03,29015.96,773.63,134352,836,919,949,15694
775.16,364146.18,322332.25,775.16,364146.18,439389.56,775.16,364146.18,308707.49,775.16,364146.18,347015.84,775.16,166511.68,66957.88,775.16,166511.68,35430.34,775.16,166511.68,10232.55,775.16,166511.68,29205.5,775.16,133680,829,912,942,15580
776.69,363614.87,322016.1,776.69,363614.87,438814.05,776.69,363614.87,308210.72,776.69,363614.87,346412.92,776.69,166463.63,67022.7,776.69,166463.63,35460.2,776.69,166463.63,10236.97,776.69,166463.63,29188.55,776.69,132064,820,902,935,15380
778.22,362875.42,321409.22,778.22,362875.42,438187.79,778.22,362875.42,307685.8,778.22,362875.42,346118.78,778.22,166236.42,66942.04,778.22,166236.42,35406.34,778.22,166236.42,10214.98,778.22,166236.42,29113.75,778.22,130064,810,892,919,15116
779.75,362347.63,320817.28,779.75,362347.63,437515.69,779.75,362347.63,307136.69,779.75,362347.63,345246.9,779.75,165976.99,66843.32,779.75,165976.99,35343.16,779.75,165976.99,10201.59,779.75,165976.99,29027.21,779.75,127792,799,874,907,14834
781.28,361746.75,320178.51,781.28,361746.75,436638.29,781.28,361746.75,306513.29,781.28,361746.75,344607.96,781.28,165667.71,66719.89,781.28,165667.71,35277.45,781.28,165667.71,10179.52,781.28,165667.71,28924.27,781.28,125616,789,865,890,14544
782.81,359648.53,318399.63,782.81,359648.53,434121.4,782.81,359648.53,304792.14,782.81,359648.53,342745.78,782.81,164773.27,66360.16,782.81,164773.27,35052.77,782.81,164773.27,10120.75,782.81,164773.27,28724.37,782.81,122896,773,846,873,14226
784.33,358126.15,317018.74,784.33,358126.15,432552.19,784.33,358126.15,303447.4,784.33,358126.15,341486.5,784.33,164228.09,66149.75,784.33,164228.09,34931.6,784.33,164228.09,10085.15,784.33,164228.09,28579.32,784.33,120448,764,834,863,13900
785.86,354888.47,314301.23,785.86,354888.47,428625.3,785.86,354888.47,300705.5,785.86,354888.47,338333.68,785.86,162809.46,65570.97,785.86,162809.46,34644.71,785.86,162809.46,9999.39,785.86,162809.46,28252.87,785.86,117360,746,817,839,13518
787.39,349924.83,310022.91,787.39,349924.83,422610.6,787.39,349924.83,296518.89,787.39,349924.83,333492.24,787.39,160583.32,64706.21,787.39,160583.32,34172.85,787.39,160583.32,9856.96,787.39,160583.32,27772.79,787.39,113696,726,797,818,13066
788.91,345288.96,305709.07,788.91,345288.96,417120.66,788.91,345288.96,292626.18,788.91,345288.96,329225.16,788.91,158463.82,63847.07,788.91,158463.82,33707.93,788.91,158463.82,9725.87,788.91,158463.82,27339.61,788.91,110128,706,778,793,12632
790.44,341912.72,303033.15,790.44,341912.72,413142.78,790.44,341912.72,289932.89,790.44,341912.72,325948.08,790.44,156991.09,63282.13,790.44,156991.09,33394.98,790.44,156991.09,9627.24,790.44,156991.09,27086.04,790.44,107072,691,759,776,12262
791.97,339380.16,300604.88,791.97,339380.16,409861.21,791.97,339380.16,287622.65,791.97,339380.16,323570.13,791.97,155764.94,62774.26,791.97,155764.94,33139.95,791.97,155764.94,9561.99,791.97,155764.94,26835.05,791.97,104432,675,738,761,11946
793.49,338476.1,299647.44,793.49,338476.1,408725.04,793.49,338476.1,286704.56,793.49,338476.1,322569.86,793.49,155428.69,62640.21,793.49,155428.69,33051.23,793.49,155428.69,9531.19,793.49,155428.69,26732.62,793.49,102256,662,726,746,11686
795.02,336533.98,298027.33,795.02,336533.98,406538.02,795.02,336533.98,285206.56,795.02,336533.98,320785.29,795.02,154703.82,62381.01,795.02,154703.82,32887.12,795.02,154703.82,9492.54,795.02,154703.82,26568.94,795.02,99968,656,715,735,11388
796.54,337873.98,299203.02,796.54,337873.98,408032.87,796.54,337873.98,286237.4,796.54,337873.98,321971.9,796.54,155247.68,62561.05,796.54,155247.68,32968,796.54,155247.68,9516.25,796.54,155247.68,26626.14,796.54,98304,644,706,725,11180
798.07,336529.86,297974.88,798.07,336529.86,406617.29,798.07,336529.86,285169.12,798.07,336529.86,320786.58,798.07,154503.54,62400.53,798.07,154503.54,32887.9,798.07,154503.54,9485.95,798.07,154503.54,26474.87,798.07,96352,637,696,712,10948
799.59,333683.74,295316.41,799.59,333683.74,403090.33,799.59,333683.74,282714,799.59,333683.74,318140.77,799.59,153179.2,61801.37,799.59,153179.2,32568.48,799.59,153179.2,9392.96,799.59,153179.2,26162.15,799.59,93808,623,680,699,10642
801.12,332012.88,294136.36,801.12,332012.88,401215.85,801.12,332012.88,281178.6,801.12,332012.88,316681.91,801.12,152529.59,61545.24,801.12,152529.59,32434.03,801.12,152529.59,9352.75,801.12,152529.59,26021.55,801.12,91824,613,667,684,10384
802.64,331022.74,293191.57,802.64,331022.74,399929.51,802.64,331022.74,280307.74,802.64,331022.74,315484.94,802.64,152227.01,61395.26,802.64,152227.01,32344.53,802.64,152227.01,9325.02,802.64,152227.01,25942.39,802.64,89920,602,659,674,10166
804.16,332153.93,294154.3,804.16,332153.93,401395.51,804.16,332153.93,281422.47,804.16,332153.93,316435.01,804.16,152632.84,61580.5,804.16,152632.84,32425.06,804.16,152632.84,9351.21,804.16,152632.84,25983.75,804.16,88768,593,652,668,10012
805.68,332900.75,294542.63,805.68,332900.75,402163.98,805.68,332900.75,281971.9,805.68,332900.75,317249.44,805.68,152979.35,61724.22,805.68,152979.35,32499.31,805.68,152979.35,9366.12,805.68,152979.35,26049.94,805.68,87680,590,643,658,9884
807.21,329252.51,291430.58,807.21,329252.51,397785.85,807.21,329252.51,278772.84,807.21,329252.51,313770.74,807.21,151615.56,61131.79,807.21,151615.56,32215.58,807.21,151615.56,9287.27,807.21,151615.56,25764.68,807.21,85488,577,629,644,9622
808.73,324994.23,287703.16,808.73,324994.23,392986.58,808.73,324994.23,275392,808.73,324994.23,310077.8,808.73,149784.66,60406.2,808.73,149784.66,31773.22,808.73,149784.66,9162.32,808.73,149784.66,25421.73,808.73,83168,566,619,634,9348
810.25,319030.28,282183.36,810.25,319030.28,385447.61,810.25,319030.28,270004.27,810.25,319030.28,303909.62,810.25,146942.76,59310.34,810.25,146942.76,31227.73,810.25,146942.76,9006.31,810.25,146942.76,24873.62,810.25,80816,549,597,611,9068
811.77,305391,270608.19,811.77,305391,369437.2,811.77,305391,258892.43,811.77,305391,291175.87,811.77,140821.68,56711.36,811.77,140821.68,29851.04,811.77,140821.68,8612.42,811.77,140821.68,23748.99,811.77,76768,526,576,581,8618
813.29,286983.32,254322.81,813.29,286983.32,346965.61,813.29,286983.32,243174.27,813.29,286983.32,273793.5,813.29,132374.8,53364.4,813.29,132374.8,28066.5,813.29,132374.8,8099.38,813.29,132374.8,22245.96,813.29,71744,498,541,549,8052
814.81,272405.01,241600.43,814.81,272405.01,329177.96,814.81,272405.01,230929.22,814.81,272405.01,259841.37,814.81,125604.9,50655.54,814.81,125604.9,26581.54,814.81,125604.9,7675.27,814.81,125604.9,21029.13,814.81,67632,470,513,518,7574
816.33,266353.07,236090.47,816.33,266353.07,321658.76,816.33,266353.07,225651.45,816.33,266353.07,253963.33,816.33,122614.8,49379.7,816.33,122614.8,25966.07,816.33,122614.8,7487.54,816.33,122614.8,20435.8,816.33,65696,455,497,505,7340
817.85,268102.08,237520.7,817.85,268102.08,323719.01,817.85,268102.08,226904.36,817.85,268102.08,255320.23,817.85,123178.45,49678.26,817.85,123178.45,26086.01,817.85,123178.45,7524.34,817.85,123178.45,20524.27,817.85,65840,456,499,506,7336
819.37,276268.3,244733.95,819.37,276268.3,333589.09,819.37,276268.3,233870.95,819.37,276268.3,263295.97,819.37,126862.7,51171.79,819.37,126862.7,26882.42,819.37,126862.7,7752.49,819.37,126862.7,21154.72,819.37,67680,464,509,518,7546
820.89,265325.79,235108.13,820.89,265325.79,320917.85,820.89,265325.79,224789.9,820.89,265325.79,253007.09,820.89,122343.16,49324.51,820.89,122343.16,25884.7,820.89,122343.16,7482.36,820.89,122343.16,20428.81,820.89,65408,449,492,497,7308
822.41,262560.86,232265.38,822.41,262560.86,316945.46,822.41,262560.86,222166.88,822.41,262560.86,250253.32,822.41,120574.8,48679.16,822.41,120574.8,25544.67,822.41,120574.8,7365.82,822.41,120574.8,20027.48,822.41,64464,442,484,499,7162
823.93,278978.27,246954.04,823.93,278978.27,336936.87,823.93,278978.27,235929.3,823.93,278978.27,265801.08,823.93,127962.11,51679.52,823.93,127962.11,27092.85,823.93,127962.11,7813.35,823.93,127962.11,21286.07,823.93,68464,463,508,517,7588
825.45,280639.08,248362.44,825.45,280639.08,339114.29,825.45,280639.08,237725.82,825.45,280639.08,267539.79,825.45,128909.7,52051.5,825.45,128909.7,27293.9,825.45,128909.7,7880.95,825.45,128909.7,21476.77,825.45,69088,467,509,521,7666
826.97,275809.71,243991.54,826.97,275809.71,333176.45,826.97,275809.71,233489.97,826.97,275809.71,262904.8,826.97,126804.4,51208.84,826.97,126804.4,26830.29,826.97,126804.4,7749.57,826.97,126804.4,21125.89,826.97,68048,457,495,510,7534
828.49,276897.76,245006.24,828.49,276897.76,334834.9,828.49,276897.76,234358.33,828.49,276897.76,263796.66,828.49,127368.53,51405.22,828.49,127368.53,26928.88,828.49,127368.53,7784.77,828.49,127368.53,21157.24,828.49,68368,453,498,504,7550
830.01,279138.9,246990.59,830.01,279138.9,337193.13,830.01,279138.9,236274.48,830.01,279138.9,265925.84,830.01,128414.16,51789.91,830.01,128414.16,27135.04,830.01,128414.16,7842.32,830.01,128414.16,21334.37,830.01,69008,453,495,507,7612
831.52,281085.55,248756.56,831.52,281085.55,339714.34,831.52,281085.55,237789.65,831.52,281085.55,267883.68,831.52,129102.07,52146.15,831.52,129102.07,27295.63,831.52,129102.07,7889.57,831.52,129102.07,21451.81,831.52,69472,449,497,507,7652
833.04,286278.69,253455.94,833.04,286278.69,345961.14,833.04,286278.69,242307.61,833.04,286278.69,272693.29,833.04,131682.31,53168.73,833.04,131682.31,27815.73,833.04,131682.31,8044.62,833.04,131682.31,21879.1,833.04,70800,454,505,512,7782
834.56,291623.95,258088.49,834.56,291623.95,352484.6,834.56,291623.95,246754.75,834.56,291623.95,277650.84,834.56,134252.64,54157.81,834.56,134252.64,28359.44,834.56,134252.64,8201.16,834.56,134252.64,22307.47,834.56,72240,463,512,521,7922
836.08,295819.51,261501.35,836.08,295819.51,357416.23,836.08,295819.51,250113.72,836.08,295819.51,281792.03,836.08,136128.91,54960.7,836.08,136128.91,28761.35,836.08,136128.91,8302.04,836.08,136128.91,22617.44,836.08,73152,468,518,525,8010
837.59,299309.33,264739.75,837.59,299309.33,361866.27,837.59,299309.33,253285.66,837.59,299309.33,285160.16,837.59,137468.16,55598.3,837.59,137468.16,29122.53,837.59,137468.16,8410,837.59,137468.16,22905.91,837.59,73824,474,520,532,8092
839.11,301983.1,267254.53,839.11,301983.1,365479.38,839.11,301983.1,255540.11,839.11,301983.1,288039.84,839.11,139054.17,56142.02,839.11,139054.17,29380.06,839.11,139054.17,8482.26,839.11,139054.17,23129.33,839.11,74496,475,526,532,8150
840.62,303538.58,268463.02,840.62,303538.58,367100.08,840.62,303538.58,256632.79,840.62,303538.58,289114.02,840.62,139684.68,56402.28,840.62,139684.68,29546.79,840.62,139684.68,8521.06,840.62,139684.68,23220.61,840.62,74656,475,526,534,8156
842.14,304085.59,268982.82,842.14,304085.59,367904.1,842.14,304085.59,257247.27,842.14,304085.59,289494.05,842.14,139863.83,56474.62,842.14,139863.83,29576.47,842.14,139863.83,8538.15,842.14,139863.83,23258.61,842.14,74688,477,525,532,8158
843.66,305801.22,270238.1,843.66,305801.22,369846.09,843.66,305801.22,258834.98,843.66,305801.22,291273.97,843.66,140357.6,56795.71,843.66,140357.6,29732.87,843.66,140357.6,8570.45,843.66,140357.6,23379.2,843.66,74768,476,526,535,8154
845.17,306191.38,270869.65,845.17,306191.38,370355.72,845.17,306191.38,259113.15,845.17,306191.38,291717.83,845.17,141100.23,56993.62,845.17,141100.23,29797.77,845.17,141100.23,8613.68,845.17,141100.23,23508.42,845.17,74688,477,526,532,8144
846.69,304215.56,269384.93,846.69,304215.56,368352.33,846.69,304215.56,257651.96,846.69,304215.56,290009.72,846.69,140201.14,56610.71,846.69,140201.14,29631,846.69,140201.14,8547.88,846.69,140201.14,23319.61,846.69,73760,473,522,527,8036
848.2,297722.48,263363.77,848.2,297722.48,360342.3,848.2,297722.48,252016.91,848.2,297722.48,283459.38,848.2,137099.67,55418.26,848.2,137099.67,28953.35,848.2,137099.67,8366.96,848.2,137099.67,22816.32,848.2,71600,458,508,511,7796
849.72,296677.76,262279.57,849.72,296677.76,358967.83,849.72,296677.76,250866.83,849.72,296677.76,282438.51,849.72,136578.02,55217.8,849.72,136578.02,28854.99,849.72,136578.02,8339.04,849.72,136578.02,22692.36,849.72,70656,453,499,506,7680
851.23,294009.18,260311.7,851.23,294009.18,356100.41,851.23,294009.18,248954.2,851.23,294009.18,280294.47,851.23,135659.33,54822.87,851.23,135659.33,28613.24,851.23,135659.33,8276.28,851.23,135659.33,22536.02,851.23,69744,446,496,499,7590
852.75,280314.4,247893.79,852.75,280314.4,339500.86,852.75,280314.4,237392.1,852.75,280314.4,267119.96,852.75,129391.11,52226.39,852.75,129391.11,27296.65,852.75,129391.11,7889.7,852.75,129391.11,21465.13,852.75,66112,427,471,477,7186
854.26,285986.26,252850.4,854.26,285986.26,346139.75,854.26,285986.26,241805.12,854.26,285986.26,272396.23,854.26,131476.7,53191.28,854.26,131476.7,27769.23,854.26,131476.7,8020.98,854.26,131476.7,21780.47,854.26,66768,432,476,481,7234
855.77,293725.65,259483.03,855.77,293725.65,355416.74,855.77,293725.65,248612.35,855.77,293725.65,279539.42,855.77,135074.09,54619.18,855.77,135074.09,28506.01,855.77,135074.09,8255.73,855.77,135074.09,22385.19,855.77,68368,440,485,492,7402
857.29,294804.54,260637.73,857.29,294804.54,356871.53,857.29,294804.54,249303.29,857.29,294804.54,280854.46,857.29,135638.54,54804.5,857.29,135638.54,28592.52,857.29,135638.54,8275.41,857.29,135638.54,22458.73,857.29,68384,442,485,490,7420
858.8,294406.07,260030.46,858.8,294406.07,356435.19,858.8,294406.07,248936.26,858.8,294406.07,280196.75,858.8,135307.73,54705.93,858.8,135307.73,28539.57,858.8,135307.73,8260.42,858.8,135307.73,22423.32,858.8,68064,441,484,491,7358
860.31,294379.7,260140.57,860.31,294379.7,356163.78,860.31,294379.7,248782.4,860.31,294379.7,280223.14,860.31,135402.99,54768.37,860.31,135402.99,28551.15,860.31,135402.99,8271.85,860.31,135402.99,22400.46,860.31,67664,438,481,490,7326
861.83,294698.11,260824.13,861.83,294698.11,356864.88,861.83,294698.11,249385.45,861.83,294698.11,280993.79,861.83,135446.63,54772.31,861.83,135446.63,28569.95,861.83,135446.63,8279.9,861.83,135446.63,22438.98,861.83,67328,437,481,484,7280
863.34,290138.48,257076.96,863.34,290138.48,351689.76,863.34,290138.48,245536.1,863.34,290138.48,276479,863.34,133491.63,54032.33,863.34,133491.63,28167.88,863.34,133491.63,8151.27,863.34,133491.63,22087.9,863.34,65600,426,473,471,7102
864.85,277549.94,245559.61,864.85,277549.94,336349.08,864.85,277549.94,234858.62,864.85,277549.94,264483.47,864.85,127794.65,51630.92,864.85,127794.65,26971.64,864.85,127794.65,7815.54,864.85,127794.65,21154.59,864.85,62160,409,450,449,6718
866.37,281835.15,248906.74,866.37,281835.15,340889.05,866.37,281835.15,238159.28,866.37,281835.15,268172.15,866.37,129265.68,52223.19,866.37,129265.68,27266.41,866.37,129265.68,7902.68,866.37,129265.68,21364.03,866.37,61872,405,447,451,6670
867.88,285428.88,252231.38,867.88,285428.88,345613.86,867.88,285428.88,241494.42,867.88,285428.88,271673.97,867.88,131159.12,53049.14,867.88,131159.12,27671.33,867.88,131159.12,8017.97,867.88,131159.12,21685.82,867.88,61744,403,444,445,6658
869.39,285646.99,252780.77,869.39,285646.99,346304.93,869.39,285646.99,241569.67,869.39,285646.99,272370.69,869.39,131583.71,53211.21,869.39,131583.71,27698.33,869.39,131583.71,8038.69,869.39,131583.71,21721.58,869.39,60736,400,439,443,6554
870.9,285298.54,252268.4,870.9,285298.54,345583.04,870.9,285298.54,241258.36,870.9,285298.54,271821.76,870.9,131198.97,53099.73,870.9,131198.97,27664.19,870.9,131198.97,8023.1,870.9,131198.97,21637.17,870.9,59408,394,431,432,6404
872.41,283566.91,250776.8,872.41,283566.91,343497.89,872.41,283566.91,239846.76,872.41,283566.91,269935.06,872.41,130568.96,52834.24,872.41,130568.96,27527.33,872.41,130568.96,7979.65,872.41,130568.96,21540.11,872.41,57776,382,424,423,6218
873.93,281805.02,248913.15,873.93,281805.02,341198.34,873.93,281805.02,238262.45,873.93,281805.02,268084.41,873.93,129665.49,52498.12,873.93,129665.49,27352.9,873.93,129665.49,7926.87,873.93,129665.49,21377.99,873.93,56240,373,411,410,6050
875.44,282161.01,249569.43,875.44,282161.01,341698.4,875.44,282161.01,238726.95,875.44,282161.01,268623.96,875.44,129897.19,52626.82,875.44,129897.19,27371.34,875.44,129897.19,7944.85,875.44,129897.19,21376.41,875.44,54944,366,403,403,5906
876.95,282079.92,249693.94,876.95,282079.92,341859.31,876.95,282079.92,238657.74,876.95,282079.92,268875.9,876.95,129891.19,52649.97,876.95,129891.19,27388.62,876.95,129891.19,7940.04,876.95,129891.19,21379.08,876.95,53600,355,391,390,5756
878.46,279305.15,247051.74,878.46,279305.15,338425.19,878.46,279305.15,236076.15,878.46,279305.15,266107.51,878.46,128946.08,52159.19,878.46,128946.08,27160.33,878.46,128946.08,7879.01,878.46,128946.08,21178.07,878.46,51808,345,385,381,5560
879.97,278400.2,246176.03,879.97,278400.2,337247.33,879.97,278400.2,235319.39,879.97,278400.2,265054.14,879.97,128034.38,51935.52,879.97,128034.38,27021.26,879.97,128034.38,7836.84,879.97,128034.38,21036.46,879.97,50192,336,372,370,5384
881.48,278420.4,246384.73,881.48,278420.4,337753.57,881.48,278420.4,235776.89,881.48,278420.4,265195.96,881.48,128483.42,52092.85,881.48,128483.42,27093.34,881.48,128483.42,7874.9,881.48,128483.42,21110.95,881.48,48992,331,360,360,5254
882.99,277791.28,245506.84,882.99,277791.28,336701.31,882.99,277791.28,235059.74,882.99,277791.28,264514.76,882.99,128257.89,51936.41,882.99,128257.89,27055.14,882.99,128257.89,7862.53,882.99,128257.89,21017.94,882.99,47680,323,352,353,5102
884.5,275575.71,243554.59,884.5,275575.71,334393.06,884.5,275575.71,232955.52,884.5,275575.71,262513.48,884.5,126834.29,51427.84,884.5,126834.29,26745.39,884.5,126834.29,7760.29,884.5,126834.29,20787.14,884.5,45824,310,343,336,4912
886.01,273668.7,241891.27,886.01,273668.7,331404.06,886.01,273668.7,231400.9,886.01,273668.7,260574.87,886.01,126261.78,51114.29,886.01,126261.78,26581.43,886.01,126261.78,7732.1,886.01,126261.78,20648.07,886.01,44368,304,335,333,4734
887.52,274185.67,242418.82,887.52,274185.67,332451.11,887.52,274185.67,232039.55,887.52,274185.67,261211.58,887.52,126594.89,51340.98,887.52,126594.89,26645.48,887.52,126594.89,7745.41,887.52,126594.89,20705.73,887.52,43232,292,322,324,4626
889.03,273333.28,241664.65,889.03,273333.28,331674.46,889.03,273333.28,231511.35,889.03,273333.28,260359.62,889.03,125933.13,51068.2,889.03,125933.13,26600.21,889.03,125933.13,7726.04,889.03,125933.13,20585.22,889.03,42016,289,316,313,4482
890.54,269073.85,237655.78,890.54,269073.85,325890.24,890.54,269073.85,227430.48,890.54,269073.85,256044.83,890.54,124222.08,50370.54,890.54,124222.08,26186.19,890.54,124222.08,7601.57,890.54,124222.08,20302.41,890.54,40288,279,306,302,4306
892.05,261724.71,231551.78,892.05,261724.71,317578.53,892.05,261724.71,221465.89,892.05,261724.71,249519.93,892.05,121033.11,48935.37,892.05,121033.11,25453.61,892.05,121033.11,7397.93,892.05,121033.11,19663.02,892.05,38256,266,292,287,4084
893.56,250185.56,221351.5,893.56,250185.56,303062.53,893.56,250185.56,211507.85,893.56,250185.56,238338.34,893.56,115606.91,46757.84,893.56,115606.91,24308.93,893.56,115606.91,7078.78,893.56,115606.91,18743.2,893.56,35440,249,274,269,3784
895.07,233785.76,207422.31,895.07,233785.76,283742.28,895.07,233785.76,198217.44,895.07,233785.76,223061.65,895.07,108249.3,43840.38,895.07,108249.3,22772.32,895.07,108249.3,6633.36,895.07,108249.3,17527.34,895.07,32352,230,252,246,3460
896.58,222795.63,197038.91,896.58,222795.63,270077.61,896.58,222795.63,188116.04,896.58,222795.63,212216.98,896.58,102362.58,41499.97,896.58,102362.58,21594.46,896.58,102362.58,6284.56,896.58,102362.58,16542.69,896.58,29824,216,232,232,3184
898.09,210275.95,186419.53,898.09,210275.95,254782.79,898.09,210275.95,177838.76,898.09,210275.95,200375.06,898.09,97514.97,39403.76,898.09,97514.97,20447.69,898.09,97514.97,5974.27,898.09,97514.97,15693.14,898.09,27488,202,218,211,2934
899.59,205986.14,182270.63,899.59,205986.14,249835.64,899.59,205986.14,174333.2,899.59,205986.14,196596.74,899.59,95298.21,38559.42,899.59,95298.21,20013.26,899.59,95298.21,5840.52,899.59,95298.21,15324.9,899.59,26176,192,206,205,2794
901.1,208963.2,185172.32,901.1,208963.2,252976.32,901.1,208963.2,176845.52,901.1,208963.2,199149.46,901.1,96479.41,39153.91,901.1,96479.41,20295.97,901.1,96479.41,5915.57,901.1,96479.41,15426.25,901.1,25936,191,202,202,2756
902.61,220695.59,195219.05,902.61,220695.59,267705.87,902.61,220695.59,186726.87,902.61,220695.59,210181.46,902.61,102084.09,41362.81,902.61,102084.09,21552.2,902.61,102084.09,6271.41,902.61,102084.09,16377.66,902.61,26784,191,210,210,2840
904.12,221652.22,196391.53,904.12,221652.22,268964.26,904.12,221652.22,187695.23,904.12,221652.22,211403.01,904.12,102351.04,41460.38,904.12,102351.04,21602.5,904.12,102351.04,6281.49,904.12,102351.04,16437.06,904.12,26304,191,206,201,2798
905.63,207942.36,184201.74,905.63,207942.36,252032.07,905.63,207942.36,176252.87,905.63,207942.36,198403.72,905.63,96746.81,39169.46,905.63,96746.81,20322.45,905.63,96746.81,5928.11,905.63,96746.81,15421.88,905.63,24160,177,191,189,2572
907.13,198004.9,175583.12,907.13,198004.9,240140.52,907.13,198004.9,167892.56,907.13,198004.9,188906.21,907.13,91854.94,37201.61,907.13,91854.94,19301.03,907.13,91854.94,5624.23,907.13,91854.94,14632.87,907.13,22416,166,184,174,2394
908.64,196236.66,173891.78,908.64,196236.66,238160.95,908.64,196236.66,165927.28,908.64,196236.66,187055.35,908.64,90867.71,36802.52,908.64,90867.71,19099.11,908.64,90867.71,5573.64,908.64,90867.71,14452.89,908.64,21712,163,175,172,2312
910.15,198688.5,175836.51,910.15,198688.5,240452.49,910.15,198688.5,167843.94,910.15,198688.5,189345.08,910.15,91684.84,37153.33,910.15,91684.84,19307,910.15,91684.84,5631.99,910.15,91684.84,14644.11,910.15,21488,158,174,170,2288
911.65,194365.31,172093.09,911.65,194365.31,235350.78,911.65,194365.31,164401.13,911.65,194365.31,185180.89,911.65,89780.8,36401.76,911.65,89780.8,18850.91,911.65,89780.8,5534.83,911.65,89780.8,14338.93,911.65,20688,155,167,166,2196
913.16,191681.08,169681.06,913.16,191681.08,232404.53,913.16,191681.08,162542.75,913.16,191681.08,183138.52,913.16,88697.71,35955.37,913.16,88697.71,18680.39,913.16,88697.71,5431.37,913.16,88697.71,14054.21,913.16,19936,150,165,161,2122
914.66,190098.85,168077.38,914.66,190098.85,229856.53,914.66,190098.85,160578.18,914.66,190098.85,181052.2,914.66,87923.63,35622.17,914.66,87923.63,18506.06,914.66,87923.63,5386.02,914.66,87923.63,13939.11,914.66,19392,148,155,155,2062
916.17,189150.61,167232.39,916.17,189150.61,228869.82,916.17,189150.61,159845.59,916.17,189150.61,180552.86,916.17,87774.31,35392.87,916.17,87774.31,18404.29,916.17,87774.31,5384.77,916.17,87774.31,13914.45,916.17,19008,144,158,153,2016
917.68,195773.1,173037.36,917.68,195773.1,237189,917.68,195773.1,165172.03,917.68,195773.1,186310.12,917.68,90457.82,36915.68,917.68,90457.82,19095.74,917.68,90457.82,5566.16,917.68,90457.82,14404.11,917.68,19360,147,159,155,2048
919.18,204413.9,180313.78,919.18,204413.9,247494.4,919.18,204413.9,172696.65,919.18,204413.9,194798.82,919.18,94272.61,38126.18,919.18,94272.61,19813.93,919.18,94272.61,5782.54,919.18,94272.61,14975.16,919.18,19824,151,163,162,2104
920.68,203482.82,179439.45,920.68,203482.82,246381.25,920.68,203482.82,171340.63,920.68,203482.82,193359.3,920.68,94532.15,38390.41,920.68,94532.15,19853.45,920.68,94532.15,5796.78,920.68,94532.15,14948.48,920.68,19504,148,159,159,2066
922.19,201712.83,178601.24,922.19,201712.83,243827.28,922.19,201712.83,170512.18,922.19,201712.83,191954.6,922.19,93466.96,37825.72,922.19,93466.96,19622.9,922.19,93466.96,5728.72,922.19,93466.96,14846.27,922.19,19104,146,159,155,2018
923.69,199947.47,177166.99,923.69,199947.47,242774.76,923.69,199947.47,168966.02,923.69,199947.47,190965.45,923.69,92825,37619.93,923.69,92825,19466.13,923.69,92825,5692.2,923.69,92825,14719.89,923.69,18656,144,152,152,1968
925.2,200409.5,178024.73,925.2,200409.5,243862.28,925.2,200409.5,169729.2,925.2,200409.5,190797.22,925.2,92723.86,37735.43,925.2,92723.86,19531.29,925.2,92723.86,5723.35,925.2,92723.86,14731.42,925.2,18400,141,153,151,1942
926.7,189780.7,168160.11,926.7,189780.7,230219.2,926.7,189780.7,160552.87,926.7,189780.7,180972.31,926.7,87551.56,35478.12,926.7,87551.56,18411.84,926.7,87551.56,5387.87,926.7,87551.56,13881.77,926.7,17184,134,146,141,1824
928.2,171012.57,151591.59,928.2,171012.57,207022.32,928.2,171012.57,144308.72,928.2,171012.57,162920.5,928.2,79279.42,32067.57,928.2,79279.42,16626.78,928.2,79279.42,4880.84,928.2,79279.42,12521.4,928.2,15200,124,132,128,1620
929.71,152132.56,134436.35,929.71,152132.56,184918.57,929.71,152132.56,128400.43,929.71,152132.56,145273.57,929.71,69954.74,28277.61,929.71,69954.74,14600.86,929.71,69954.74,4320.19,929.71,69954.74,11089.26,929.71,13328,113,120,112,1416
931.21,128629.67,114569.5,931.21,128629.67,156610.8,931.21,128629.67,109279.54,931.21,128629.67,123339.71,931.21,60008.41,24257.72,931.21,60008.41,12458.57,931.21,60008.41,3656.32,931.21,60008.41,9561.78,931.21,11104,93,104,100,1200
932.71,112188.55,99140.07,932.71,112188.55,135590.71,932.71,112188.55,94743.3,932.71,112188.55,106089.81,932.71,51300.89,20951.86,932.71,51300.89,10859.49,932.71,51300.89,3206.31,932.71,51300.89,8246.5,932.71,9520,84,92,85,1028
